6831.2	1200.0
5531.2	1225.0
5631.2	1225.0
5731.2	1225.0
5831.2	1225.0
5931.2	1225.0
6031.2	1225.0
6131.2	1225.0
6231.2	1225.0
6331.2	1225.0
6431.2	1225.0
6531.2	1225.0
6631.2	1225.0
6731.2	1225.0
6831.2	1225.0
4831.2	1250.0
4931.2	1250.0
5031.2	1250.0
5131.2	1250.0
5231.2	1250.0
5331.2	1250.0
5431.2	1250.0
5531.2	1250.0
5631.2	1250.0
5731.2	1250.0
5831.2	1250.0
5931.2	1250.0
6031.2	1250.0
6131.2	1250.0
6231.2	1250.0
6331.2	1250.0
6431.2	1250.0
6531.2	1250.0
6631.2	1250.0
6731.2	1250.0
6831.2	1250.0
4031.2	1275.0
4131.2	1275.0
4231.2	1275.0
4331.2	1275.0
4431.2	1275.0
4531.2	1275.0
4631.2	1275.0
4731.2	1275.0
4831.2	1275.0
4931.2	1275.0
5031.2	1275.0
5131.2	1275.0
5231.2	1275.0
5331.2	1275.0
5431.2	1275.0
5531.2	1275.0
5631.2	1275.0
5731.2	1275.0
5831.2	1275.0
5931.2	1275.0
6031.2	1275.0
6131.2	1275.0
6231.2	1275.0
6331.2	1275.0
6431.2	1275.0
6531.2	1275.0
6631.2	1275.0
6731.2	1275.0
6831.2	1275.0
3431.2	1300.0
3531.2	1300.0
3631.2	1300.0
3731.2	1300.0
3831.2	1300.0
3931.2	1300.0
4031.2	1300.0
4131.2	1300.0
4231.2	1300.0
4331.2	1300.0
4431.2	1300.0
4531.2	1300.0
4631.2	1300.0
4731.2	1300.0
4831.2	1300.0
4931.2	1300.0
5031.2	1300.0
5131.2	1300.0
5231.2	1300.0
5331.2	1300.0
5431.2	1300.0
5531.2	1300.0
5631.2	1300.0
5731.2	1300.0
5831.2	1300.0
5931.2	1300.0
6031.2	1300.0
6131.2	1300.0
6231.2	1300.0
6331.2	1300.0
6431.2	1300.0
6531.2	1300.0
6631.2	1300.0
6731.2	1300.0
6831.2	1300.0
2431.2	1325.0
2531.2	1325.0
2631.2	1325.0000000000002
2731.2	1325.0
2831.1999999999994	1325.0
2931.1999999999994	1325.0
3031.1999999999994	1325.0
3131.200000000001	1325.0000000000005
3231.200000000001	1325.0000000000002
3331.1999999999994	1325.0
3431.2	1325.0
3531.2	1325.0
3631.2	1325.0
3731.2	1325.0
3831.2	1325.0
