z(ft) res(ohmm) z(m)
2175.2415674577 2.9436033297455 662.98127627482
2183.7292959068 2.5394257845494 665.56820966376
2195.8546222627 2.7415145571474 669.26382879083
2205.9590608926 4.3582247379318 672.34351139671
2216.0634995225 2.3373370119513 675.42319400259
2225.5616718346 2.1352482393533 678.31809565212
2235.4640216919 2.3373370119513 681.33618460588
2243.3454838232 4.762402283128 683.73833703846
2249.4081470012 2.1352482393533 685.58614660201
2262.5439172201 3.1456921023435 689.58973398967
2272.8504446226 2.7415145571474 692.73101024767
2282.9548832525 2.1352482393533 695.81069285355
2295.4843871535 2.5394257845494 699.62949928482
2305.1846482382 3.3477808749416 702.58599458647
2315.2890868682 2.5394257845494 705.66567719238
2325.1914367255 2.9436033297455 708.68376614614
2333.0728988568 3.1456921023435 711.08591857873
2343.9856925771 2.3373370119513 714.41197579308
2354.090131207 2.9436033297455 717.49165839896
2363.3862147465 3.3477808749416 720.32496639637
2375.1073635572 3.1456921023435 723.8973982192
2385.4138909597 2.7415145571474 727.0386744772
2394.305796954 2.9373370119513 729.74879517037
2405.2185906743 3.3477808749416 733.07485238473
2414.918851759 3.3477808749416 736.03134768638
2424.6191128437 3.3477808749416 738.98784298802
2434.1172851558 2.7415145571474 741.88274463755
2444.4238125583 3.1456921023435 745.02402089555
2454.5282511882 2.3373370119513 748.10370350143
2464.4306010455 2.5394257845494 751.1217924552
2473.9287733576 2.7415145571474 754.01669410472
2479.789347763 5.3686686009221 755.80291001615
2484.0332119875 3.5498696475396 757.09637671061
2493.9355618448 2.9436033297455 760.11446566437
2504.0400004747 2.9436033297455 763.19414827025
2513.7402615594 2.3373370119513 766.1506435719
2523.8447001893 2.9436033297455 769.23032617778
2534.3533163644 3.3477808749416 772.4331960879
2543.649399904 3.5498696475396 775.26650408534
2555.168459942 4.3582247379318 778.77734225602
2557.7956139858 4.964491055726 779.57805973356
2563.6561883912 2.5394257845494 781.36427564499
2569.9209403417 3.5498696475396 783.27367886062
2574.7710708841 2.9436033297455 784.75192651146
2584.6734207414 2.3373370119513 787.77001546522
2594.7778593713 2.5394257845494 790.84969807111
2604.6802092286 3.3477808749416 793.86778702487
2615.1888254037 3.1456921023435 797.07065693499
2625.2932640336 2.9436033297455 800.15033954087
2634.9935251183 2.9436033297455 803.10683484252
2642.672898477 4.1561359653338 805.44739362298
2654.5961360603 3.1456921023435 809.08141909793
2665.306841008 3.1456921023435 812.34588266016
2675.0071020927 2.9436033297455 815.30237796181
2685.3136294952 2.7415145571474 818.44365421981
2694.4076242621 2.9436033297455 821.2153685651
2704.3099741194 2.9436033297455 824.23345751887
2714.2123239767 3.1456921023435 827.25154647263
2725.125117697 2.5394257845494 830.57760368699
2735.0274675543 2.1352482393533 833.59569264075
2741.69639705 3.7519584201377 835.62828316062
2746.9507051376 2.5394257845494 837.2297181157
2755.2363448141 3.1456921023435 839.75505785251
2760.4906529017 2.3373370119513 841.35649280759
2766.1491385344 4.3582247379318 843.08111506687
2770.5950915316 2.9436033297455 844.43617541347
2774.8389557561 4.1561359653338 845.72964210792
2779.2849087533 3.3477808749416 847.08470245453
2784.7413056134 3.9540471927357 848.74773106169
2795.4520105611 2.5394257845494 852.01219462393
2805.9606267362 2.3373370119513 855.21506453404
2816.2671541387 2.7415145571474 858.35634079204
2826.5736815412 3.3477808749416 861.49761705005
2836.2739426259 2.9436033297455 864.45411235169
2845.9742037106 3.1456921023435 867.41060765334
2856.6849086583 2.9436033297455 870.67507121557
2865.5768146526 3.3477808749416 873.38519190875
2875.6812532825 2.9436033297455 876.46487451463
2885.7856919125 2.9436033297455 879.54455712054
2895.4859529972 3.3477808749416 882.50105242219
2905.7924803997 3.1456921023435 885.64232868019
2915.694830257 2.9436033297455 888.66041763395
2925.7992688869 3.1456921023435 891.74010023984
2931.4577545196 3.9540471927357 893.46472249912
2936.307885062 2.9436033297455 894.94297014995
2945.1997910563 3.1456921023435 897.65309084313
2954.0916970506 2.9436033297455 900.3632115363
2964.8024019983 2.7415145571474 903.62767509854
2974.9068406282 2.9436033297455 906.70735770442
2984.4050129403 2.3373370119513 909.60225935395
2995.5198954332 2.5394257845494 912.98991022042
3005.6243340631 2.3373370119513 916.0695928263
3017.3454828738 2.1352482393533 919.64202464913
3027.6520102763 2.1352482393533 922.78330090713
3037.5543601336 2.1352482393533 925.8013898609
3047.6587987635 2.1352482393533 928.88107246678
3057.3590598482 2.7415145571474 931.83756776842
3066.6551433877 2.7415145571474 934.67087576583
3076.1533156998 2.9436033297455 937.56577741536
3085.8535767845 4.5603135105299 940.52227271701
3095.149660324 4.762402283128 943.35558071442
3105.6582764991 3.3477808749416 946.55845062454
3116.1668926742 3.1456921023435 949.76132053465
3126.0692425315 2.3373370119513 952.77940948842
3136.1736811614 1.7310706941572 955.8590920943
3146.4802085639 1.3268931489611 959.0003683523
3156.988824739 1.9331594667552 962.20323826242
3166.2849082785 2.3373370119513 965.03654625983
3176.3893469084 4.762402283128 968.11622886571
3186.2916967658 4.3582247379318 971.13431781951
3196.5982241683 4.1561359653338 974.27559407751
3205.6922189352 2.3373370119513 977.0473084228
3213.7757698391 6.1770236913143 979.5110545075
3218.827989154 3.3477808749416 981.05089581042
3227.1136288306 3.7519584201377 983.57623554727
3238.0264225509 3.1456921023435 986.90229276163
3247.1204173178 3.5498696475396 989.67400710692
3256.4165008573 3.7519584201377 992.50731510433
3266.116761942 3.5498696475396 995.46381040597
3268.7439159858 9.006266507687 996.26452788351
3271.9773363473 1.9331594667552 997.25002631737
3278.0399995253 1.7310706941572 999.09783588092
3284.5068402484 1.9331594667552 1001.0688327487
3293.8029237879 2.3373370119513 1003.9021407461
3306.1303389164 2.7415145571474 1007.6593535253
3316.0326887737 2.3373370119513 1010.677442479
3325.935038631 2.1352482393533 1013.6955314328
3336.0394772609 2.7415145571474 1016.7752140387
3345.7397383456 2.1352482393533 1019.7317093403
3356.2483545207 1.9331594667552 1022.9345792504
3366.7569706958 2.5394257845494 1026.1374491606
3375.8509654627 3.7519584201377 1028.9091635059
3385.9554040926 2.9436033297455 1031.9888461117
3396.2619314951 2.1352482393533 1035.1301223697
3406.9726364428 1.9331594667552 1038.394585932
3417.2791638453 2.5394257845494 1041.53586219
3427.1815137026 2.5394257845494 1044.5539511437
3437.0838635599 2.9436033297455 1047.5720400975
3446.9862134172 1.9331594667552 1050.5901290513
3457.8990071375 2.7415145571474 1053.9161862656
3467.195090677 3.5498696475396 1056.749494263
3476.6932629892 3.3477808749416 1059.6443959126
3485.7872577561 3.3477808749416 1062.4161102579
3496.2958739312 3.5498696475396 1065.618980168
3505.3898686981 2.1352482393533 1068.3906945133
3515.6963961006 2.3373370119513 1071.5319707713
3524.9924796401 3.9540471927357 1074.3652787687
3536.5115396782 2.1352482393533 1077.8761169394
3546.6159783081 2.9436033297455 1080.9557995453
3556.9225057106 2.1352482393533 1084.0970758033
3566.4206780227 2.7415145571474 1086.9919774528
3575.9188503348 2.7415145571474 1089.8868791023
3586.8316440551 2.3373370119513 1093.2129363167
3596.5319051398 2.7415145571474 1096.1694316183
3607.2426100875 2.9436033297455 1099.4338951806
3617.3470487174 1.124804376363 1102.5135777865
3627.4514873473 2.5394257845494 1105.5932603923
3637.7580147498 3.5498696475396 1108.7345366504
3648.0645421523 2.5394257845494 1111.8758129084
3657.1585369192 2.5394257845494 1114.6475272536
3667.6671530943 3.1456921023435 1117.8503971638
3676.1548815434 2.7415145571474 1120.4373305527
3686.0572314007 3.1456921023435 1123.4554195065
3695.959581258 1.9331594667552 1126.4735084602
3706.6702862057 2.1352482393533 1129.7379720225
3716.3705472904 1.9331594667552 1132.6944673241
3726.2728971477 1.7310706941572 1135.7125562779
3736.5794245502 1.7310706941572 1138.8538325359
3745.6734193172 1.9331594667552 1141.6255468812
3755.9799467197 1.9331594667552 1144.7668231392
3765.6802078044 1.7310706941572 1147.7233184408
3775.5825576617 1.5185380585688 1150.7414073946
3786.2932626094 1.5289819215591 1154.0058709568
3796.3977012393 1.9331594667552 1157.0855535627
3806.7042286418 2.3373370119513 1160.2268298207
3810.9480928663 4.5603135105299 1161.5202965152
3818.2232886799 2.9436033297455 1163.7376679914
3827.5193722194 2.9436033297455 1166.5709759888
3836.8154557589 2.7415145571474 1169.4042839863
3846.9198943888 3.3477808749416 1172.4839665921
3857.8326881091 1.5289819215591 1175.8100238065
3867.5329491938 3.5498696475396 1178.7665191081
3877.6373878237 2.9436033297455 1181.846201714
3888.1460039988 2.5394257845494 1185.0490716241
3897.4420875383 3.1456921023435 1187.8823796215
3907.3444373956 2.5394257845494 1190.9004685753
3917.4488760255 2.5394257845494 1193.9801511812
3927.755403428 2.5394257845494 1197.1214274392
3938.2640196031 2.3373370119513 1200.3242973493
3947.35801437 2.5394257845494 1203.0960116946
3957.8666305451 3.5498696475396 1206.2988816047
3967.5668916298 2.9436033297455 1209.2553769064
3977.8734190323 2.9436033297455 1212.3966531644
3987.7757688896 2.9436033297455 1215.4147421181
3996.6676748839 2.9436033297455 1218.1248628113
4007.3783798316 2.7415145571474 1221.3893263735
4017.6849072341 2.3373370119513 1224.5306026315
4028.5977009544 2.9436033297455 1227.8566598459
4038.2979620391 2.9436033297455 1230.8131551475
4047.5940455786 2.7415145571474 1233.646463145
4057.9005729811 2.9436033297455 1236.787739403
4062.5486147509 5.7728461461182 1238.2043934017
4064.9736800221 4.3582247379318 1238.9435172271
4068.005011611 4.3582247379318 1239.8674220088
4070.2279881096 2.9436033297455 1240.5449521821
4074.067674789 2.1352482393533 1241.7152315724
4083.1616695559 2.5394257845494 1244.4869459177
4097.712061183 3.1456921023435 1248.9216888702
4107.6144110403 2.9436033297455 1251.9397778239
4117.7188496702 2.9436033297455 1255.0194604298
4127.2170219823 1.7310706941572 1257.9143620793
4136.5131055218 2.3373370119513 1260.7476700767
4147.8300767873 2.1352482393533 1264.1969145953
4158.3386929624 2.5394257845494 1267.3997845055
4168.4431315923 2.1352482393533 1270.4794671113
4177.9413039044 2.7415145571474 1273.3743687609
4187.8436537617 3.3477808749416 1276.3924577146
4193.704228167 4.964491055726 1278.178673626
4196.3313822108 8.804177735089 1278.9793911036
4198.3522699368 3.5498696475396 1279.5953276247
4207.4462647037 2.1352482393533 1282.36704197
4212.4984840187 4.762402283128 1283.906883273
4218.359058424 2.5394257845494 1285.6930991844
4221.9966563308 6.3791124639123 1286.8017849225
4226.0384317827 5.5707573735201 1288.0336579649
4229.8781184621 7.9958226446967 1289.2039373551
4234.7282490044 4.5603135105299 1290.6821850059
4239.5783795468 3.5498696475396 1292.1604326568
4245.8431314973 3.5498696475396 1294.0698358724
4252.7141497657 3.9540471927357 1296.1640200444
4259.3830792614 3.7519584201377 1298.1966105643
4269.6896066639 2.1352482393533 1301.3378868223
4274.3376484337 3.9540471927357 1302.754540821
4278.5815126582 2.7415145571474 1304.0480075155
4287.4734186525 1.7310706941572 1306.7581282086
4297.3757685098 2.3373370119513 1309.7762171624
4307.6822959123 3.1456921023435 1312.9174934204
4318.39300086 2.3268931489611 1316.1819569826
4327.4869956269 2.3373370119513 1318.9536713279
4337.1872567117 2.1352482393533 1321.9101666296
4347.6958728868 1.9331594667552 1325.1130365397
4358.4065778344 1.9331594667552 1328.3775001019
4368.1068389192 2.5394257845494 1331.3339954036
4376.9987449135 2.5394257845494 1334.0441160968
4387.9115386338 2.5394257845494 1337.3701733111
4398.6222435815 2.5394257845494 1340.6346368734
4407.7162383484 2.3373370119513 1343.4063512187
4418.8311208413 2.5394257845494 1346.7940020851
4428.531381926 2.5394257845494 1349.7504973868
4439.0399981011 2.7415145571474 1352.9533672969
4449.5486142762 2.5394257845494 1356.156237207
4459.2488753609 2.7415145571474 1359.1127325087
4469.5554027634 3.1456921023435 1362.2540087667
4477.6389536673 3.1456921023435 1364.7177548514
4488.349658615 2.9436033297455 1367.9822184136
4492.7956116122 4.5603135105299 1369.3372787602
4498.2520084723 2.7415145571474 1371.0003073674
4507.7501807844 2.5394257845494 1373.8952090169
4517.4504418691 3.1456921023435 1376.8517043185
4528.9695019072 2.5394257845494 1380.3625424892
4538.6697629919 2.1352482393533 1383.3190377909
4548.167935304 2.5394257845494 1386.2139394404
4558.6765514791 2.1352482393533 1389.4168093505
4565.1433922023 2.9436033297455 1391.3878062183
4569.1851676542 4.3582247379318 1392.6196792607
4571.812321698 2.7415145571474 1393.4203967382
4578.6833399663 2.1352482393533 1395.5145809102
4588.383601051 2.1352482393533 1398.4710762118
4598.0838621357 2.3373370119513 1401.4275715135
4609.4008334012 2.7415145571474 1404.8768160321
4618.8990057133 2.9436033297455 1407.7717176816
4629.2055331158 2.7415145571474 1410.9129939396
4640.1183268361 2.5394257845494 1414.2390511539
4649.0102328304 3.7519584201377 1416.9491718471
4660.7313816411 2.7415145571474 1420.5216036699
4669.6232876354 2.1352482393533 1423.2317243631
4679.7277262653 2.5394257845494 1426.311406969
4689.2258985775 2.9436033297455 1429.2063086186
4698.9261596622 3.5498696475396 1432.1628039202
4709.6368646099 3.5498696475396 1435.4272674824
4720.5496583302 2.1352482393533 1438.7533246968
4729.8457418697 2.3373370119513 1441.5866326942
4739.1418254092 2.5394257845494 1444.4199406916
4749.6504415843 2.9436033297455 1447.6228106017
4759.9569689868 1.7310706941572 1450.7640868597
4767.8384311181 2.5394257845494 1453.1662392923
4772.0822953427 8.6020889624909 1454.4597059868
4774.5073606138 20.12114900058 1455.1988298122
4785.8243318793 20.12114900058 1458.6480743308
4788.2493971505 8.1979114172948 1459.3871981562
4791.2807287395 2.3373370119513 1460.311102938
4799.1621908708 2.7415145571474 1462.7132553706
4810.0749845911 3.5498696475396 1466.0393125849
4819.5731569032 4.762402283128 1468.9342142344
4830.4859506235 4.3582247379318 1472.2602714488
4840.3883004808 4.1561359653338 1475.2783604026
4850.8969166559 4.762402283128 1478.4812303127
4861.0013552858 2.3373370119513 1481.5609129186
4870.9037051431 4.1561359653338 1484.5790018723
4881.008143773 4.3582247379318 1487.6586844782
4890.5063160851 4.1561359653338 1490.5535861277
4900.610754715 4.5603135105299 1493.6332687336
4910.7151933449 4.5603135105299 1496.7129513395
4920.213365657 3.9540471927357 1499.607852989
4930.3178042869 2.9436033297455 1502.6875355949
4941.2305980072 3.9540471927357 1506.0135928093
4950.9308590919 3.3477808749416 1508.9700881109
4960.8332089492 3.5498696475396 1511.9881770647
4970.9376475791 3.9540471927357 1515.0678596706
4981.6483525268 3.3477808749416 1518.3323232328
